id,report_type,report_text,activity,hazard,barrier,barrier_status,barrier_failure,sif_potential,sif_level,life_saving_rule,source_type
SYN-0576,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 576.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0577,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 577.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0578,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 578.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0579,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 579.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0580,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 580.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0581,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 581.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0582,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 582.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0583,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 583.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0584,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 584.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0585,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 585.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0586,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 586.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0587,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 587.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0588,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 588.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0589,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 589.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0590,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 590.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0591,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 591.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0592,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 592.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0593,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 593.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0594,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 594.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0595,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 595.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0596,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 596.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0597,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 597.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0598,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 598.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0599,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 599.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0600,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 600.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0601,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 601.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0602,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 602.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0603,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 603.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0604,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 604.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0605,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 605.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0606,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 606.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0607,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 607.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0608,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 608.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0609,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 609.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0610,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 610.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0611,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 611.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0612,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 612.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0613,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 613.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0614,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 614.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0615,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 615.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0616,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 616.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0617,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 617.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0618,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 618.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0619,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 619.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0620,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 620.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0621,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 621.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0622,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 622.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0623,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 623.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0624,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 624.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0625,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 625.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0626,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 626.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0627,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 627.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0628,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 628.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0629,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 629.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0630,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 630.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0631,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 631.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0632,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 632.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0633,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 633.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0634,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 634.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0635,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 635.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0636,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 636.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0637,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 637.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0638,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 638.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0639,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 639.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0640,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 640.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
